A,B,C,D,E,score
0.9644941,0.14902836,0.99758446,0.02353853,0.74539334,64.25693
0.1758259,0.42636126,0.20898783,0.97000855,0.9265264,70.80623
0.0047113895,0.47858077,0.017594516,0.5032161,0.9227242,69.12804
0.33115643,0.4622392,0.10638553,0.91240764,0.7678489,76.18092
0.7772069,0.5781628,0.7165724,0.79047406,0.009327233,73.58339
0.643506,0.8647554,0.25926214,0.64529943,0.42731923,84.0625
0.51025146,0.10733116,0.9887389,0.25062275,0.7928299,66.27635
0.070958614,0.38147986,0.7524968,0.6704626,0.9716244,66.98503
0.15609121,0.009636223,0.043967783,0.33988607,0.24777919,68.83125
0.53257704,0.7545652,0.46577603,0.88532466,0.8977555,74.452805
0.4201408,0.70848364,0.93638176,0.58739907,0.9723926,67.72615
0.5605102,0.49808455,0.027116,0.71674794,0.990627,73.44233
0.7849665,0.26938868,0.04780495,0.39670652,0.9672723,71.03536
0.15267038,0.21864909,0.23791361,0.699012,0.2251805,72.54797
0.28364193,0.27410573,0.4802763,0.75694346,0.7193367,72.67908
0.87225246,0.5070278,0.7955892,0.17838717,0.8921501,67.224915
0.28693902,0.23328996,0.47461015,0.075112164,0.38303065,68.239334
0.23082662,0.6160015,0.10296941,0.43405026,0.52742076,74.49695
0.29332864,0.9214669,0.17978412,0.05413717,0.014079213,67.17616
0.98655385,0.32974118,0.007597327,0.4840781,0.4595003,76.278915
0.45694155,0.35969043,0.4589045,0.97918373,0.502727,78.35358
0.9167914,0.97767156,0.9100731,0.64321643,0.48735505,70.05786
0.61766285,0.9925675,0.685411,0.10336357,0.96905786,66.532394
0.3135724,0.6500051,0.88950455,0.72263026,0.6333429,69.63458
0.18695259,0.9075139,0.10048771,0.3603146,0.1963371,71.09638
0.25059706,0.8559835,0.83995724,0.48493195,0.45994735,69.38046
0.17151392,0.11708808,0.6422251,0.20782292,0.2832331,66.803696
0.60458547,0.87605816,0.30685538,0.772046,0.11170131,79.854485
0.9018122,0.3727429,0.5705801,0.48566294,0.10225046,73.539734
0.2516737,0.05157584,0.029711008,0.6310631,0.036426365,70.06061
0.60920364,0.56601274,0.23703825,0.42545116,0.37235826,81.50957
0.5843457,0.6221272,0.6528332,0.6525253,0.09959853,75.9314
0.7657329,0.1620605,0.29873192,0.6455666,0.77035266,75.14551
0.42168576,0.99817866,0.29258466,0.5952213,0.018287003,73.88873
0.170861,0.054633617,0.3019271,0.41625768,0.7819419,68.024376
0.5057854,0.9968688,0.4696874,0.5105103,0.67908174,73.67578
0.080821455,0.7735769,0.3696285,0.399871,0.34946275,70.78836
0.28292793,0.11051363,0.6487579,0.4009245,0.71859366,68.45274
0.5036591,0.5218651,0.6742527,0.79184395,0.78921944,73.274734
0.085558355,0.5273652,0.5614119,0.43669355,0.20382947,70.226875
0.21644074,0.22210193,0.15099216,0.9311034,0.15637964,73.13031
0.4138111,0.032102704,0.47383702,0.7495723,0.98466414,68.78336
0.16005725,0.0880245,0.7967418,0.030867577,0.9047485,63.71813
0.92759264,0.19789153,0.42777717,0.08297902,0.50321174,68.67058
0.7017343,0.53936285,0.9871856,0.05541277,0.28943157,66.50775
0.561437,0.36823535,0.098350346,0.59015536,0.76950055,77.00227
0.9938614,0.85356194,0.71584904,0.20270878,0.21776861,68.99312
0.53950083,0.9350863,0.18902165,0.047771275,0.71822447,68.79976
0.55607,0.5476961,0.4565633,0.80141467,0.05367309,78.60616
0.7064101,0.14008039,0.5817477,0.4770717,0.5050719,72.619896
0.7937922,0.48407882,0.45089746,0.5518198,0.0826326,77.85271
0.30286962,0.031710446,0.49305326,0.89373535,0.6819596,70.62276
0.8220998,0.56740695,0.021824837,0.67373544,0.59848285,83.74849
0.17988533,0.5366066,0.8663412,0.40482563,0.95491254,67.49493
0.27461302,0.18003035,0.36161,0.5917728,0.63971156,73.18974
0.87252885,0.79915977,0.3310362,0.20815319,0.8207476,70.563095
0.8125101,0.1909777,0.8375418,0.24765545,0.7249984,67.4331
0.56392473,0.91315,0.55749977,0.60991883,0.31236774,76.403534
0.9398044,0.22948617,0.50580907,0.29646575,0.25832385,71.71379
0.30268633,0.71557426,0.06388062,0.19313002,0.9122015,69.12799
0.22823632,0.05846685,0.98174053,0.4123754,0.6500923,65.36052
0.54625285,0.55924416,0.07756925,0.76202434,0.044327855,80.34372
0.3084895,0.66510636,0.8594808,0.25039482,0.4269225,68.82506
0.5432769,0.11863476,0.5335031,0.99676114,0.47799253,73.8566
0.13546973,0.5033338,0.1134153,0.6671464,0.6493362,73.78175
0.015975475,0.72207844,0.52949417,0.42560786,0.42426795,69.748215
0.089301646,0.046372056,0.29349965,0.8595512,0.6989603,70.27399
0.54208034,0.39896935,0.79220384,0.41613877,0.7902382,69.53932
0.83046025,0.22809672,0.88160914,0.19345152,0.8750433,66.170334
0.9534577,0.6782499,0.44013476,0.64914924,0.3018703,80.65741
0.31844026,0.75172794,0.45959562,0.15197289,0.760758,69.051834
0.23449898,0.17199457,0.88310874,0.61409485,0.1446743,67.772644
0.3690958,0.74200326,0.38875073,0.6927613,0.09983289,77.03383
0.2084049,0.25992578,0.030265331,0.2798953,0.22986907,70.228226
0.27875412,0.6676541,0.07369256,0.7254814,0.83382505,74.40641
0.25835937,0.7377447,0.30576283,0.55630136,0.780271,73.14719
0.3400988,0.2340352,0.57957,0.7281842,0.7298345,72.16719
0.60955364,0.38132167,0.47708803,0.3482985,0.41685677,75.77367
0.070375025,0.36390233,0.7367343,0.18123364,0.5704796,66.16208
0.81350344,0.6872233,0.71441096,0.60834783,0.029194653,73.323364
0.23291779,0.91225225,0.7031689,0.49762017,0.3847831,70.20105
0.68443537,0.88759696,0.5915904,0.08967376,0.16774052,68.72795
0.76478094,0.25351006,0.33400184,0.87014216,0.5092474,80.285515
0.110143244,0.24767828,0.74098647,0.70225036,0.9286448,66.847694
0.22701544,0.2256484,0.03150469,0.57747823,0.872276,69.87215
0.35843992,0.49859852,0.38541102,0.42559934,0.8393509,72.46843
0.40932417,0.043388903,0.6315254,0.77028525,0.010209382,69.86656
0.01876539,0.3788324,0.966807,0.9297864,0.8774099,65.49956
0.6865584,0.9664243,0.89159393,0.1710518,0.87104654,65.813965
0.63063425,0.3997475,0.1396932,0.59397924,0.12048012,80.24481
0.93153363,0.21442473,0.19949687,0.25756425,0.51331264,72.229004
0.10183996,0.6037087,0.32473236,0.46770877,0.9054972,69.802124
0.16232193,0.19438899,0.30514085,0.17448491,0.8713212,66.47121
0.8522152,0.17779988,0.6468315,0.88098204,0.16031504,73.20143
0.84142494,0.6729591,0.032560468,0.8377202,0.74489915,79.62527
0.26042664,0.5168523,0.38266784,0.040082157,0.8373321,67.6057
0.7723441,0.28220618,0.021077216,0.025601745,0.21343476,69.13196
0.5226865,0.037891686,0.9866913,0.7094892,0.2188325,67.85649
0.602251,0.725818,0.043462276,0.84816134,0.7967371,79.13937
0.8284065,0.5904582,0.6392708,0.98832357,0.4711423,77.39125
0.08820462,0.4742334,0.7936498,0.47120512,0.9397661,66.72737
0.973391,0.5392592,0.060483277,0.15895498,0.8795323,70.0428
0.011499226,0.061414063,0.6398434,0.09998882,0.6638985,64.53578
0.30166078,0.82122374,0.53902346,0.9820807,0.8323612,72.81229
0.57717764,0.6623465,0.3491342,0.25590855,0.747179,73.80055
0.33830667,0.83537835,0.70114034,0.469791,0.41411716,71.64681
0.22352791,0.17737979,0.2503028,0.73921365,0.267981,73.54396
0.6781525,0.31867605,0.6279053,0.739256,0.6480648,76.28957
0.67487156,0.17611045,0.35481507,0.4565286,0.9169354,72.09099
0.5447581,0.33587348,0.13825369,0.936835,0.029882908,77.60891
0.46179247,0.5206223,0.3943277,0.8653871,0.5251972,82.4494
0.057866156,0.44834,0.15949214,0.0005377531,0.27164453,67.35494
0.7489599,0.66506237,0.79485965,0.03247732,0.53740454,67.4546
0.5576483,0.5932127,0.8067821,0.6366556,0.51990074,73.70418
0.6169845,0.058816135,0.7461882,0.98684084,0.9940834,67.73758
0.056201577,0.40726888,0.20548898,0.11631435,0.12803167,67.70537
0.44658947,0.37279117,0.31564814,0.6553922,0.32894146,80.42395
0.80270797,0.834676,0.42740196,0.29982358,0.88728476,70.767
0.44632983,0.6299245,0.11095166,0.34911937,0.25614673,76.60167
0.9062449,0.9504699,0.6281426,0.33648968,0.92571974,68.810814
0.3138407,0.84133375,0.5565872,0.5196989,0.23596913,73.28949
0.81804466,0.10708344,0.61625326,0.028622925,0.47385776,67.1718
0.6599641,0.052992523,0.16981715,0.6486383,0.020665228,73.28523
0.86482704,0.1622675,0.5085044,0.38149577,0.1676336,71.61442
0.779426,0.0637539,0.5072799,0.20667535,0.109311104,68.417404
0.9273236,0.25535125,0.5171183,0.017291367,0.74474996,67.07794
0.62874633,0.6242957,0.93418735,0.46596146,0.42244214,70.78372
0.9268819,0.3984453,0.7293739,0.116233885,0.51099354,68.09183
0.13561988,0.14016491,0.69727683,0.2907253,0.7073411,66.754105
0.7132619,0.12017143,0.17874151,0.72238797,0.0048493743,74.01856
0.24470508,0.076226234,0.48203802,0.860441,0.46643335,72.30057
0.008170068,0.45591897,0.5343424,0.60365164,0.46617377,70.51604
0.019307792,0.61193407,0.1878283,0.25310707,0.3215661,69.01489
0.54057825,0.04145938,0.42272604,0.43416202,0.8510971,69.866486
0.16036123,0.35849023,0.019215405,0.24364686,0.025997996,69.09839
0.8179032,0.41811246,0.25493175,0.22157079,0.95982695,70.62317
0.6698819,0.14877355,0.4609331,0.72405,0.40252638,76.78494
0.43640882,0.03197825,0.9030127,0.648209,0.6917204,67.51228
0.9216524,0.41037238,0.25496823,0.53243273,0.28484857,80.21348
0.3671943,0.7679699,0.70296085,0.5425075,0.70011306,71.51664
0.27094454,0.27974892,0.31598967,0.20277023,0.14902884,69.691986
0.37139356,0.96717894,0.28775507,0.7423708,0.9221965,73.13927
0.9279435,0.2383148,0.2529186,0.65277743,0.89504755,73.29668
0.97666377,0.10287851,0.3029968,0.3231061,0.79781663,69.87955
0.12738746,0.77684724,0.87374634,0.84057355,0.49356288,69.315445
0.39110595,0.47083014,0.63138306,0.12744457,0.6558566,69.28105
0.88127106,0.56200993,0.013455391,0.4961906,0.9624981,73.200226
0.11997002,0.19869787,0.5527152,0.14630651,0.30388963,67.15453
0.039126337,0.5231702,0.4137774,0.53137124,0.058041036,70.28804
0.73862594,0.09855187,0.9882954,0.1153087,0.49566936,65.41981
0.68285424,0.859818,0.43016875,0.87765795,0.985064,72.47243
0.7156153,0.017518044,0.17230362,0.63277936,0.09360242,73.16401
0.64658475,0.44941837,0.82080317,0.9553395,0.40892392,73.78957
0.12849396,0.97289026,0.22057188,0.72118276,0.8456021,70.0162
0.76628023,0.94483286,0.9345004,0.75098956,0.51142406,70.25452
0.7912655,0.6349718,0.3359936,0.7409636,0.6950757,82.70089
0.6380827,0.5752673,0.056909442,0.2522576,0.37160897,76.41243
0.68086845,0.2694158,0.36851096,0.49895018,0.20353246,76.79625
0.296552,0.115321636,0.1089738,0.81783247,0.23324293,73.485146
0.76596075,0.43221706,0.68078816,0.5194942,0.4601093,75.34702
0.98185027,0.4747581,0.5778512,0.20386553,0.54736155,70.894684
0.8198206,0.41278696,0.68508476,0.97805816,0.34122783,76.7601
0.5452505,0.46214437,0.18621129,0.47313315,0.05155444,76.553894
0.018754184,0.93686193,0.4430228,0.4133563,0.84470224,67.6514
0.83314705,0.91048247,0.02668196,0.89225584,0.9637518,72.86385
0.26616132,0.13316882,0.77546376,0.3314576,0.21927243,67.68613
0.0042292476,0.049217105,0.1415841,0.17765588,0.8705382,65.44696
0.5620048,0.83063775,0.3933431,0.25133884,0.5009354,73.443375
0.5390797,0.6421697,0.6256904,0.78842473,0.75670284,75.16664
0.0807904,0.4999538,0.7391615,0.9898799,0.91704935,67.61496
0.95218515,0.43856895,0.055143952,0.59129715,0.11089921,77.72435
0.08145082,0.19643915,0.80777776,0.8942362,0.42640847,68.601204
0.8118742,0.6144128,0.45600635,0.23912674,0.5651214,73.202324
0.7280124,0.31413966,0.9168551,0.6838722,0.8358163,68.957924
0.8938749,0.55302674,0.40247172,0.81255907,0.09206402,79.581055
0.09127498,0.039002657,0.20749342,0.9435619,0.17276919,69.23691
0.737665,0.765653,0.0019764304,0.94101244,0.45418817,83.64493
0.037970483,0.46907103,0.6861113,0.10619736,0.7497301,65.7072
0.7689299,0.07522857,0.52456427,0.39782542,0.6223032,71.12486
0.7495568,0.21820772,0.12779665,0.46774834,0.70316595,74.82205
0.4877044,0.2668168,0.5477898,0.6736977,0.7102729,74.86431
0.42870522,0.06472033,0.8995926,0.65628767,0.23814446,68.31743
0.9978113,0.7548399,0.11289281,0.8184219,0.84692544,75.74547
0.92854255,0.6402691,0.19183725,0.3214212,0.6103955,75.395615
0.37730497,0.4179123,0.6370599,0.38784713,0.16490406,71.46175
0.24256277,0.6989044,0.93830675,0.016046286,0.9167016,64.92871
0.7034288,0.5600143,0.32518983,0.9503459,0.2940212,87.23971
0.97583526,0.4695577,0.26997894,0.955277,0.105142534,78.96769
0.6371255,0.38558137,0.07886571,0.7196465,0.176337,82.68681
0.23020941,0.13604331,0.1281004,0.82227415,0.6541389,72.043015
0.2818144,0.8513698,0.46969068,0.41126442,0.6101261,72.667816
0.6384235,0.61576337,0.7174425,0.3813731,0.47750944,73.168144
0.23101223,0.41206193,0.7139729,0.5540207,0.90487933,68.781456
0.6086441,0.16333038,0.044015408,0.74274665,0.9707039,72.14755
0.6936653,0.75585335,0.6147127,0.7185033,0.9130405,73.01344
0.93183345,0.6948718,0.34969187,0.01835823,0.75243413,68.726105
0.8742518,0.12411559,0.06263375,0.27196944,0.67761034,70.46139
0.7962855,0.5900596,0.11137217,0.74300635,0.5390726,88.31569
0.4013338,0.86204034,0.23948163,0.00876224,0.15932167,68.89424
0.07918054,0.17439604,0.9398938,0.6490544,0.6445506,66.93483
0.6269797,0.6611519,0.8748035,0.8706248,0.76309556,71.45874
0.13526571,0.062494695,0.40006554,0.2141543,0.13787454,66.64011
0.1931814,0.4922126,0.35522723,0.37834597,0.20739543,72.21643
0.14843732,0.4442522,0.44564778,0.64576936,0.8001377,72.79316
0.8314051,0.7667382,0.8702164,0.12674254,0.24224067,67.948135
0.97034466,0.65349996,0.9664492,0.7737437,0.591552,70.46991
0.471124,0.057033896,0.43216586,0.2611525,0.5984262,69.261185
0.9194517,0.5280501,0.6036067,0.65911156,0.88624156,72.93708
0.6821579,0.6740611,0.82621616,0.40948284,0.06531346,70.19473
0.1502282,0.59537774,0.23473102,0.16548437,0.041953504,69.403015
0.86589503,0.5559883,0.36102694,0.86839986,0.13801903,81.52803
0.29277807,0.52642626,0.09574783,0.7723357,0.21955132,78.397606
0.21158022,0.57020974,0.22186911,0.53599036,0.1678226,74.90781
0.6493489,0.2676124,0.687497,0.039001226,0.85690117,67.59584
0.65165454,0.66500306,0.8017286,0.82680804,0.8008737,72.285995
0.13169724,0.5946306,0.15929967,0.83220977,0.36969703,75.84202
0.21248811,0.43509853,0.012620568,0.7418427,0.5980134,75.367966
0.30895966,0.35578668,0.31036675,0.85046816,0.75789976,74.94024
0.8346562,0.055390477,0.28588492,0.59792924,0.30454433,74.68242
0.081716,0.012880504,0.6642748,0.37986147,0.30653465,66.97508
0.4985634,0.20111334,0.0921886,0.32527864,0.59086025,72.575645
0.86419517,0.80322456,0.20632058,0.58956087,0.9961507,72.7735
0.81022155,0.8474385,0.933533,0.5497285,0.15280831,70.13612
0.2783386,0.8133829,0.74078953,0.116629064,0.34482896,67.79483
0.15017551,0.27946717,0.83825713,0.5901031,0.85801876,67.7782
0.07985562,0.14980835,0.36872935,0.22397047,0.031459212,67.02042
0.26927406,0.6981252,0.44588423,0.636971,0.16963589,75.45967
0.7399294,0.07969183,0.78793955,0.1853233,0.29996067,67.66594
0.28681123,0.45049262,0.12589157,0.23808694,0.27298653,71.768105
0.22403711,0.09858495,0.16864616,0.32063496,0.08247846,68.67759
0.7925792,0.9721914,0.3753686,0.7519953,0.9191296,73.62977
0.68139565,0.012999833,0.44297427,0.3953178,0.41142136,71.413574
0.81393725,0.52726054,0.93964964,0.06986189,0.7890654,66.04242
0.20694959,0.9422057,0.4960332,0.49295628,0.45823425,72.34921
0.5308746,0.4238503,0.14331788,0.638565,0.28211176,83.30461
0.7939296,0.7760985,0.2924736,0.55207694,0.3910138,83.442024
0.7542888,0.41884965,0.9649116,0.27416426,0.30579478,68.92098
0.32523203,0.49000502,0.20459038,0.6403453,0.015573323,75.37052
0.92877287,0.17145759,0.53786445,0.43711036,0.5026504,72.82923
0.62080777,0.022239685,0.08713448,0.83528966,0.56980634,74.352936
0.5949978,0.44114357,0.65584004,0.5240905,0.8514169,72.40498
0.13321126,0.5182713,0.6273977,0.23314005,0.7911893,67.49519
0.46012455,0.7899218,0.59328175,0.18828702,0.62330645,70.88756
0.9614993,0.74382347,0.99736714,0.26244754,0.049867988,66.309525
0.8339427,0.02914989,0.009052813,0.7456603,0.42755598,74.438126
0.09919834,0.847152,0.38886768,0.4739508,0.3090487,71.88626
0.6167305,0.44579053,0.51607317,0.24272364,0.9798127,69.508545
0.6614171,0.46957833,0.19592422,0.53674203,0.12032312,80.27536
0.592877,0.13084626,0.80903524,0.29891813,0.46927923,68.262344
0.2974593,0.36223644,0.11876571,0.82919014,0.5165676,78.10405
0.7709515,0.7370538,0.65952295,0.48417175,0.89777637,71.115555
0.21434039,0.056325257,0.4480943,0.98475015,0.7344549,70.871544
0.2343899,0.28581285,0.515799,0.005124092,0.67673093,66.894684
0.9045745,0.12635934,0.5382914,0.4851401,0.8480592,69.959496
0.05525601,0.40591222,0.990729,0.19261545,0.7463201,64.90676
0.31756753,0.71321565,0.4295779,0.28888983,0.7154404,71.062355
0.7183725,0.7789788,0.6318975,0.29121596,0.3782649,72.75663
0.9364322,0.70234245,0.58444977,0.82916105,0.39483255,78.54149
0.063381314,0.71261746,0.7091849,0.294793,0.8274737,66.77803
0.03428042,0.6634655,0.97299075,0.51484257,0.8708426,65.472046
0.47711045,0.11516106,0.9148403,0.6026741,0.8239081,67.279594
0.20950305,0.24274176,0.22730476,0.037678957,0.67442155,68.32568
0.05180335,0.12732607,0.45237976,0.47105926,0.27936792,68.82098
0.44289434,0.7428469,0.84170604,0.6795903,0.01579833,70.379395
0.23770547,0.1946308,0.4810555,0.97999156,0.2090314,72.32796
0.061462104,0.8316392,0.9740099,0.22926426,0.098496675,65.02147
0.07223785,0.3625347,0.6829226,0.96748734,0.58257645,69.54373
0.46211123,0.74938065,0.86976415,0.22085267,0.43760437,69.42618
0.15568453,0.06931245,0.040720105,0.24612767,0.0539425,67.27316
0.81253266,0.7429937,0.02385813,0.97970057,0.41244388,83.50581
0.7126257,0.30745727,0.38249385,0.15175569,0.50735253,71.46312
0.5437019,0.486979,0.8277243,0.24695879,0.27089292,69.51976
0.46638453,0.5946092,0.6144819,0.59239864,0.38538206,76.69217
0.85937554,0.09802133,0.8862204,0.16231096,0.6315186,65.977234
0.5470372,0.43416715,0.25278467,0.7437423,0.521852,85.63132
0.44263852,0.36388165,0.30575722,0.66368544,0.39070708,80.36644
0.8576019,0.7055357,0.5862978,0.3302611,0.8017464,71.33752
0.17528301,0.024482489,0.5826103,0.76012635,0.056378007,68.323875
0.69621164,0.119053125,0.6156506,0.2441482,0.18502486,69.66091
0.15772378,0.9889202,0.4785624,0.4765864,0.030491233,69.56365
0.024319291,0.17906672,0.32507682,0.2531591,0.5148406,68.4834
0.027531028,0.40292794,0.652518,0.9717341,0.09547937,69.03001
0.70616347,0.8541776,0.42600983,0.013948679,0.2721678,69.46277
0.2818265,0.9279104,0.37459433,0.49125528,0.63915586,73.11659
0.50256395,0.6921624,0.010867953,0.25202572,0.10362822,73.13864
0.8916694,0.0975163,0.265615,0.277996,0.82245153,69.73065
0.2684356,0.7787498,0.523635,0.0055099726,0.028345168,67.28784
0.5163611,0.56690377,0.06135708,0.6637979,0.9713597,74.050415
0.17982554,0.79920477,0.8647988,0.461491,0.938945,66.6012
0.25974578,0.77905947,0.51168436,0.84232664,0.8716864,71.52474
0.53820467,0.46796596,0.8258607,0.6247192,0.37699383,72.67566
0.69760543,0.38451546,0.4788077,0.39418638,0.3356465,77.06995
0.75853926,0.07992387,0.4362781,0.9355305,0.78473914,72.52323
0.57797676,0.5045125,0.5402406,0.8875523,0.69346446,78.48132
0.46636814,0.8458649,0.1650877,0.24049735,0.7899848,71.487854
0.94991034,0.46461916,0.15131879,0.88556486,0.3431347,83.76361
0.22585702,0.8604814,0.12446785,0.028693736,0.31475312,67.78977
0.7655003,0.29851878,0.90027,0.4448868,0.6414203,70.04767
0.5258679,0.65913635,0.28695893,0.93348396,0.6852948,81.417114
0.20292151,0.95678324,0.81823915,0.89860684,0.57003516,68.85129
0.4711274,0.23589718,0.7694053,0.08031249,0.92473423,65.60634
0.50357425,0.8283045,0.10878086,0.4407856,0.5586682,77.34712
0.8976064,0.04674959,0.9717401,0.09666717,0.46178705,65.482056
0.7131774,0.5548621,0.45628792,0.65723,0.9356502,74.045654
0.4505024,0.04427743,0.70744306,0.13714772,0.1995694,66.617065
0.65833044,0.85313493,0.40632123,0.9383753,0.097658515,78.25537
0.23105568,0.3410285,0.4885372,0.0022799373,0.26971167,66.973724
0.049283206,0.3239367,0.43585366,0.37851608,0.1516146,69.39429
0.74335283,0.81876487,0.7877542,0.48169595,0.70784944,71.183716
0.9740857,0.9063298,0.08286005,0.47645438,0.4075082,76.98254
0.8096418,0.05930686,0.58643454,0.20952153,0.34730166,68.64135
0.6149693,0.6148518,0.27235687,0.032557607,0.02557695,69.407326
0.64245933,0.90540814,0.949038,0.9824782,0.5178964,70.60007
0.25702405,0.96669585,0.8040381,0.9370049,0.64940375,69.24383
0.5759038,0.051353037,0.9035668,0.9432212,0.26050115,68.965744
0.44871843,0.5894703,0.5587903,0.098403454,0.025180876,68.85385
0.9278118,0.41784197,0.52163017,0.7919028,0.17819142,77.62279
0.13091075,0.9033076,0.11855525,0.31003267,0.88661814,68.65479
0.27352577,0.8212341,0.9829817,0.9314619,0.9291444,66.612366
0.15641862,0.3048851,0.87494916,0.5688294,0.36879164,68.520874
0.49119246,0.12575388,0.26701474,0.5829183,0.9167664,71.668304
0.024525166,0.614742,0.52161837,0.49966908,0.2828409,70.361305
0.8294166,0.08019042,0.6105209,0.16613925,0.114509344,67.90042
0.96525544,0.79072785,0.09173238,0.5160574,0.3760934,78.80788
0.45236218,0.61410934,0.93103933,0.8351598,0.92013985,69.09506
0.65603554,0.668804,0.50138897,0.905411,0.89648455,74.78995
0.11041653,0.17855626,0.9941374,0.10134858,0.47629786,64.53712
0.10100484,0.22556108,0.759023,0.4897433,0.10534531,67.31262
0.6403235,0.1811384,0.078326166,0.78110707,0.62907016,77.65259
0.46919602,0.45994473,0.9514397,0.96002436,0.24132627,69.81448
0.9876786,0.7890094,0.6092017,0.33075726,0.499883,71.9008
0.63521314,0.8885927,0.54744005,0.30885935,0.053488076,71.33824
0.7061339,0.07425243,0.65888196,0.90972006,0.04267019,70.886536
0.5765423,0.7730163,0.8100533,0.6185586,0.48811436,73.952484
0.08703154,0.25616288,0.4390357,0.8661734,0.0703699,70.8892
0.98186016,0.78917044,0.42667282,0.51876706,0.4397567,77.505615
0.23273683,0.29674464,0.83107907,0.07254833,0.6787782,66.03604
0.93085855,0.6691926,0.07980198,0.6738688,0.20072967,81.87073
0.5554017,0.64283985,0.63011634,0.7523439,0.22557014,77.61537
0.53704834,0.8078951,0.644492,0.4453411,0.49881387,73.76068
0.85559696,0.96166366,0.8201314,0.22526467,0.52221054,69.04332
0.72947234,0.6930857,0.07759476,0.83672315,0.09284657,83.67174
0.5586873,0.38042223,0.73891485,0.8321159,0.27123594,74.595825
0.08155841,0.15893537,0.004878998,0.3696726,0.04217559,67.77272
0.5061162,0.90492487,0.13923645,0.33443618,0.17111123,74.0625
0.97058886,0.27236164,0.2785337,0.612734,0.8906325,73.30377
0.06698251,0.98401535,0.8590643,0.6685846,0.33973342,67.28864
0.92723095,0.755232,0.24138129,0.94592136,0.50370955,82.72505
0.457864,0.9802264,0.11430311,0.766948,0.97343004,72.22598
0.4271862,0.3754201,0.16138715,0.41537732,0.33060092,76.54802
0.9053426,0.92547196,0.16399395,0.49003398,0.12868571,75.93207
0.34239477,0.28325284,0.5678072,0.5202035,0.22894543,72.83746
0.6882483,0.73803353,0.46613985,0.47193652,0.32001382,78.50323
0.14127952,0.8231897,0.41136658,0.3943376,0.058011472,70.115036
0.7410304,0.275487,0.0073903203,0.7703927,0.06860936,77.40344
0.37610418,0.1981802,0.48549253,0.29616976,0.13646722,69.920395
0.3343264,0.38492095,0.8421217,0.3066327,0.5391637,69.17912
0.81583995,0.53690404,0.06831139,0.04007262,0.22599024,70.911385
0.108600736,0.004431367,0.55744237,0.9378706,0.12235612,67.65424
0.2119832,0.042462528,0.57278746,0.6352343,0.11917651,69.184
0.6747915,0.66228694,0.122775376,0.70418346,0.2152856,87.23371
0.23301262,0.019207954,0.24617857,0.98251736,0.97747624,68.36063
0.9311756,0.045253098,0.028785288,0.11289877,0.3099733,68.22514
0.4816059,0.9525539,0.8042056,0.5470411,0.26256168,70.61902
0.56415254,0.9287623,0.9818654,0.5008936,0.8951553,66.86758
0.6580947,0.7358808,0.44232416,0.9243874,0.32242388,83.29362
0.6350061,0.18660945,0.8152425,0.6821998,0.010198116,70.0827
0.16023058,0.25694108,0.11358142,0.3388611,0.47210342,70.77034
0.18414485,0.4092927,0.8115014,0.13840002,0.9544101,65.74686
0.5604639,0.9150668,0.8106698,0.9182621,0.8744409,69.61272
0.9482602,0.92583346,0.39658797,0.69566005,0.61230356,77.052155
0.8543618,0.43068874,0.048263133,0.4116788,0.042832673,75.16817
0.4427474,0.85016525,0.66772294,0.39389747,0.86801416,69.38788
0.115650594,0.57941777,0.5458858,0.02428341,0.10999137,66.23093
0.42722064,0.57285535,0.8804101,0.5140585,0.02318573,69.43411
0.13014972,0.068692505,0.74579537,0.13987303,0.28885615,65.26294
0.5998206,0.0474236,0.051246583,0.4683727,0.861394,71.13498
0.42156094,0.04894471,0.5348222,0.09711182,0.3432377,68.854065
0.643932,0.85535276,0.009180784,0.3467809,0.82178944,72.88095
0.78191835,0.21705163,0.43908876,0.53068703,0.67459935,75.04022
0.09889591,0.10760683,0.7729647,0.35546494,0.090266526,66.20566
0.7977167,0.10742605,0.22568631,0.9875096,0.4629758,77.27553
0.9190604,0.5876945,0.6785619,0.27309632,0.40649045,71.57172
0.8890431,0.14917797,0.48768234,0.70100826,0.09409022,73.80722
0.8655831,0.44420052,0.974249,0.08177149,0.1768983,65.87241
0.44072008,0.5845947,0.17162669,0.027513206,0.9228407,67.79001
0.41949427,0.765362,0.1467678,0.84047884,0.030555308,77.54741
0.39510167,0.7040719,0.55268425,0.5705434,0.95133305,71.18245
0.53434986,0.351215,0.7334732,0.93254906,0.8174106,71.1909
0.026378095,0.9183477,0.24633539,0.29848468,0.18934345,68.402054
0.11324519,0.8576966,0.04253137,0.5802173,0.3517452,72.47969
0.15945584,0.21627218,0.013353705,0.3478331,0.45898312,70.453415
0.6805463,0.011481345,0.5197981,0.9017672,0.3486563,72.64496
0.40326798,0.7812099,0.72182983,0.19941217,0.7573868,68.61755
0.925476,0.28693873,0.068136096,0.4677927,0.82468593,73.20744
0.70498407,0.6043939,0.7557256,0.87573713,0.30262238,75.85884
0.13053155,0.28144318,0.45277172,0.18567854,0.9883346,66.041306
0.04924053,0.32620728,0.43161023,0.19595248,0.5776842,67.94196
0.48994315,0.3105982,0.76591647,0.28555495,0.061667204,68.9014
0.102059245,0.73320574,0.8624042,0.57467526,0.3914973,68.09364
0.34358191,0.82230633,0.89977074,0.64414984,0.09183729,69.66297
